address,roomtype,availability,description,female,male,rent,locality,image,promoted
Great Room In Allston,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Full room in Allston 4 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Nov. 17, 2022 ] This Full room in Allston is...",,,"$950- $1,025/month|$950- $1,025/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207003631.jpg,
Lovely Room In Dorchester - Fields Corner West,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Queen room in Dorchester - Fields Corner West 3 bedroom, 1.5 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This...",,,"$1,025- $1,075/month|$1,025- $1,075/month",Boston (02121)|Boston (02121),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207054473.jpg,
Gorgeous Room In Somerville,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Full room in Somerville 4 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in Somerville is...",,,"$1,100- $1,150/month|$1,100- $1,150/month",Somerville (02144)|Somerville (02144),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207054471.jpg,
Roomy Room In Allston,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Full room in Allston 5 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Sept. 8, 2022 ] This Full room in Allston is...",,,"$925- $1,025/month|$925- $1,025/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206988833.jpg,
Gorgeous Room In Brighton,5 rooms 5 rooms,Available Now,"Furnished or Unfurnished Queen room in Brighton 5 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Brighton is...",,,"$900- $1,075/month|$900- $1,075/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206977189.jpg,
Newly Added Room In East Boston,3 rooms 3 rooms,Available Now,"Sign a lease for 5 months or longer that starts before October 22nd, 2022 and you'll get a chance To win 3 months of FREE rent! Unfurnished Full room...",,,"$1,075- $1,175/month|$1,075- $1,175/month",Boston (02128)|Boston (02128),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206977184.jpg,
Magnificient Room In Somerville,3 rooms 3 rooms,Available December 24,"Furnished or Unfurnished Full room in Somerville 3 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 25, 2022 ] This Full room in Somerville is...",,,"$1,325- $1,425/month|$1,325- $1,425/month",East Somerville (02143)|East Somerville (02143),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206942673.jpg,
Charming Room In Brighton,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Queen room in Brighton 5 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Brighton is...",,,"$1,125- $1,525/month|$1,125- $1,525/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206952277.jpg,
Charming Room In Allston,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Queen room in Allston 4 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Allston is...",,,"$1,025- $1,575/month|$1,025- $1,575/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206968792.jpg,
Excellent Room In Central Square (Cambridge),2 rooms 2 rooms,Available December 22 ,"Furnished or Unfurnished Full room in Central Square (Cambridge) 5 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 23, 2022 ] This Full room...",,,"$1,575- $1,650/month|$1,575- $1,650/month",Cambridge (02139)|Cambridge (02139),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206950655.jpg,
Cool Room In Brighton,5 rooms 5 rooms,Available Now,"Queen room in a 5 bedroom, 2 bathroom shared home in Brighton. This property can come furnished or unfurnished. 
 About This Room This 132 sq. ft....",,,"$800- $1,450/month|$800- $1,450/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206954453.jpg,
Bright Room In Allston,2 rooms 2 rooms,Available Now,"Furnished or Unfurnished Queen room in Allston 4 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Allston is...",,,"$1,400- $1,800/month|$1,400- $1,800/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206920450.jpg,
Excellent Room In Brighton,4 rooms 4 rooms,Available Now,"Full room in a 4 bedroom, 1.5 bathroom shared home in Brighton. This property can come furnished or unfurnished. 
 About This Room This 117 sq. ft....",,,"$1,050- $1,400/month|$1,050- $1,400/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/69/206920449.jpg,
Spacious Room In Somerville,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Full room in Somerville 6 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in Somerville is...",,,"$1,200- $1,600/month|$1,200- $1,600/month",East Somerville (02143)|East Somerville (02143),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207053946.jpg,
Modern Room In Jfk/Umass,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 4 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$1,000- $1,425/month|$1,000- $1,425/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206892561.jpg,
Lovely Room In Jfk/Umass,4 rooms 4 rooms,Available December 14,"Furnished or Unfurnished Full room in JFK/UMass 5 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 15, 2022 ] This Full room in JFK/UMass is...",,,"$950- $1,675/month|$950- $1,675/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206892558.jpg,
Roomy Room In Jfk/Umass,6 rooms 6 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 6 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$1,000- $1,650/month|$1,000- $1,650/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206896360.jpg,
Cool Room In Jfk/Umass,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 5 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Oct. 31, 2022 ] This Full room in JFK/UMass is...",,,"$900- $1,425/month|$900- $1,425/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206892693.jpg,
Now Available - Room In Mission Hill,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Full room in Mission Hill 3 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in Mission Hill...",,,"$1,350- $1,425/month|$1,350- $1,425/month",Boston (02120)|Boston (02120),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206856352.jpg,
Large Room In Brighton,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Queen room in Brighton 3 bedroom, 1.5 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Brighton is...",,,"$1,175- $1,525/month|$1,175- $1,525/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206861666.jpg,
Now Available - Room In Jfk/Umass,2 rooms 2 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 3 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$1,200- $1,550/month|$1,200- $1,550/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206865461.jpg,
Newly Added Room In Jfk/Umass,1 room 1 room,Available Now,"Furnished or Unfurnished Queen room in JFK/UMass 3 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in JFK/UMass is...",,,"$1,325/month|$1,325/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206865468.jpg,
Newly Added Room In Jfk/Umass,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Queen room in JFK/UMass 5 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in JFK/UMass is...",,,"$1,100- $1,725/month|$1,100- $1,725/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206822528.jpg,
Generous Room In Jfk/Umass,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 5 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$925- $1,425/month|$925- $1,425/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206822958.jpg,
Spacious Room In Jfk/Umass,2 rooms 2 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 3 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$1,125- $1,475/month|$1,125- $1,475/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206827652.jpg,
Lovely Room In Brighton,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Queen room in Brighton 4 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Brighton is...",,,"$1,125- $1,675/month|$1,125- $1,675/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206827653.jpg,
Newly Added Room In Allston,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Full room in Allston 5 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 2, 2022 ] This Full room in Allston is...",,,"$1,350- $1,550/month|$1,350- $1,550/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206834352.jpg,
Charming Room In Brighton,2 rooms 2 rooms,Available December 16,"Furnished or Unfurnished Full room in Brighton 3 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 17, 2022 ] This Full room in Brighton is...",,,"$1,625- $1,900/month|$1,625- $1,900/month",Boston (02135)|Boston (02135),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206844295.jpg,
Roomy Room In Jfk/Umass,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 5 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$1,075- $1,400/month|$1,075- $1,400/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207053623.jpg,
Magnificient Room In Allston,1 room 1 room,Available Now,"Furnished or Unfurnished Queen room in Allston 7 bedroom, 2 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in Allston is...",,,"$1,350/month|$1,350/month",Boston (02134)|Boston (02134),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207053730.jpg,
Charming Room In Jfk/Umass,3 rooms 3 rooms,Available Now,"Furnished or Unfurnished Queen room in JFK/UMass 5 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Queen room in JFK/UMass is...",,,"$1,125- $1,375/month|$1,125- $1,375/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206820834.jpg,
Furnished 1 Bedroom In East Village,1 room 1 room,Available Now,"Furnished or Unfurnished 1 bedroom, 1 bathroom apartment on the East Village. [ AVAILABLE STARTING Dec. 1, 2022 ] This 1 bedroom apartment on the East...",,,"$3,600/month|$3,600/month",Alphabet City (02120)|Alphabet City (02120),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206827651.jpg,
Newly Added Room In Jfk/Umass,4 rooms 4 rooms,Available Now,"Furnished or Unfurnished Full room in JFK/UMass 4 bedroom, 1 bathroom apartment. [ AVAILABLE STARTING Dec. 1, 2022 ] This Full room in JFK/UMass is...",,,"$925- $1,450/month|$925- $1,450/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/68/206831500.jpg,
Great Room In Jfk/Umass,3 rooms 3 rooms,Available Now,Sign a lease that starts in November before November 15th for at least 6 months & you'll get a half of month for free. Want some more? You'll get a...,,,"$1,175- $1,475/month|$1,175- $1,475/month",Boston (02125)|Boston (02125),https://photos.spareroom.com/images/flatshare/listings/cw100h100/20/70/207053625.jpg,
